int_add_mean,base_mean,bool_and_mean,bool_not_mean,bool_or_mean,closure_mean,float_cond_eq_mean,float_cond_ge_mean,float_cond_gt_mean,float_cond_le_mean,float_cond_lt_mean,int_cond_eq_mean,int_cond_ge_mean,int_cond_gt_mean,int_cond_le_mean,int_cond_lt_mean,func_mean,let_data_mean,let_lamda_mean,int_mult_mean,int_sub_mean,float_add_mean,float_mult_mean,float_sub_mean,int_div_mean,float_div_mean,int_add_median,base_median,bool_and_median,bool_not_median,bool_or_median,closure_median,float_cond_eq_median,float_cond_ge_median,float_cond_gt_median,float_cond_le_median,float_cond_lt_median,int_cond_eq_median,int_cond_ge_median,int_cond_gt_median,int_cond_le_median,int_cond_lt_median,func_median,let_data_median,let_lamda_median,int_mult_median,int_sub_median,float_add_median,float_mult_median,float_sub_median,int_div_median,float_div_median
2.7686319999999954e-07,0.00011218335343787671,0.0011466880128076814,0.001991799999999995,0.0010549707602339196,0.0021922000000000014,0.0011074380165289241,0.0010464773922187192,0.0010711314475873566,0.0011096509240246407,0.001127436897188592,0.0011031269413957336,0.0011493360572012261,0.0010434417628541468,0.0011521694846200858,0.0011850728155339823,0.0010207267833109023,0.0012468059217197347,0.0012754937525191465,1.0803986710963432e-05,2.381199999999995e-06,5.826000000000006e-06,1.042935029532028e-05,3.5936000000000074e-06,1.0038572806171631e-05,1.010240533460346e-05,2.7686319999999997e-07,0.000112183353437877,0.0011466880128076851,0.0019918000000000006,0.0010549707602339185,0.0021922000000000005,0.001107438016528926,0.0010464773922187179,0.0010711314475873549,0.001109650924024641,0.0011274368971885907,0.0011031269413957346,0.001149336057201226,0.0010434417628541455,0.001152169484620086,0.001185072815533981,0.0010207267833109023,0.0012468059217197326,0.001275493752519146,1.0803986710963456e-05,2.3812e-06,5.825999999999999e-06,1.0429350295320307e-05,3.5935999999999998e-06,1.003857280617165e-05,1.0102405334603476e-05
