FunDef,FunApp,letlambda,BoolAnd,BoolOr,Add,Sub,Mult,Div,Mod,CondLT,CondLE,CondGT,CondGE,CondEq,CondNE,FloatLiteral,IntLiteral,letdata,closure,templateMatch,ClassDef,ForLoop,WhileLoop,DoWhileLoop,IfStmt,TryBlock,CatchBlock,ThrowExpr,TemplateTypeParam,TemplateNonTypeParam,TemplateTemplateParam,eTime
1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06600141525268555
