Filename,FunDef,FunApp,letlambda,BinaryOperator,letdata,closure,templateMatch,ClassDef,ForLoop,WhileLoop,DoWhileLoop,IfStmt,SwitchStmt,CaseStmt,DefaultStmt,TernaryOp,ArrayDecl,FieldDecl,EnumConstantDecl,ParamDecl,TypedefDecl,StructDecl,FloatDecl,IntegerDecl,PtrDecl,UnionDecl,ReturnStmt,BreakStmt,ContinueStmt,DeclStmt,UnaryOperator,CharLiteral,StringLiteral,DeclRefExpr,MemberRefExpr,TranslationUnit,Namespace,TemplateTypeParam,TemplateNonTypeParam,TemplateTemplateParam,UnexpoesdDecl,NewOp,DelOp,Static_Cast<>,BoolLiteral,eTime_macos,eTime_windows10,Statements,Branches,Comments,Class Defs,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,Functions,Med_win,Ave_win,Std_win,Med_mac,Ave_mac,Std_mac
157.cpp,2,3,0,16,10,4,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,8,0,0,4,0,0,7,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0.001618147,0.004999399,17,17.6,0,0,0,0,3,2,1.29,2.5,2,0.003028274,0.003131292,0.000581088,0.002806067,0.002718282,0.000580833
158.cpp,2,2,0,19,7,7,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,16,0,0,7,0,0,5,2,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0.001867056,0.004998922,21,23.8,0,0,0,0,5,2,1.1,3.5,2,0.00301671,0.003032034,0.000459694,0.002753139,0.002597332,0.000436858
159.cpp,1,0,0,11,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,3,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0.00156498,0.005999804,20,15,0,0,0,0,4,2,1.05,4,1,0.003002644,0.003017339,2.67E-05,0.00302577,0.002703142,0.000572194
16.cpp,1,0,0,9,2,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.001567841,0.004000664,12,33.3,15.4,0,0,0,7,3,1.08,7,1,0.003033519,0.003041712,0.000474107,0.002916098,0.002703595,0.000619332
160.cpp,2,2,0,8,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,2,0,0,4,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0.00159812,0.003996611,10,10,0,0,0,0,2,1,0.7,1.5,2,0.003000021,0.003002449,1.66E-05,0.002889395,0.002690339,0.000568281
161.cpp,1,0,0,17,7,7,0,0,4,0,0,1,0,0,0,0,15,0,0,0,0,0,0,37,0,0,5,0,0,7,5,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0.001677036,0.004999399,16,31.2,0,0,0,0,10,3,1.56,10,1,0.00299859,0.003002622,2.34E-05,0.00276947,0.002592063,0.000493641
162.cpp,2,6,0,88,15,22,0,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,41,0,0,8,0,0,9,5,2,0,121,0,1,0,0,0,0,0,0,0,0,0,0.0015769,0.005002975,63,27,0,0,0,0,32,3,1.46,17,2,0.003001094,0.002914656,0.000567773,0.002753019,0.002667356,0.0004904
163.cpp,1,0,0,9,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,3,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0.00169611,0.005001307,10,10,11.1,0,0,0,2,2,0.9,2,1,0.002999306,0.003004334,0.000472255,0.002789497,0.002617669,0.000468487
164.cpp,1,0,0,6,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.001632929,0.004998922,11,18.2,0,0,0,0,4,3,1.64,4,1,0.003000379,0.002832402,0.000628072,0.002747655,0.002592683,0.000428106
165.cpp,1,1,0,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0.001616001,0.005000353,11,18.2,0,0,0,0,4,3,1.09,4,1,0.005999446,0.005285252,0.001795623,0.003002524,0.002755809,0.000566939
166.cpp,1,0,0,15,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,3,5,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0.001528025,0.004997969,31,16.1,0,0,0,0,6,2,1.1,6,1,0.003000379,0.002835848,0.000440641,0.002840996,0.002648759,0.000512642
167.cpp,1,0,0,11,5,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,3,2,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0.001747131,0.004999876,11,27.3,0,0,0,0,6,3,1.36,6,1,0.003020167,0.002937393,0.000575178,0.002794027,0.002653384,0.000488543
168.cpp,2,4,0,16,4,7,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,11,0,0,4,0,0,4,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0.001744747,0.005996943,24,20.8,0,0,0,0,5,2,1.08,3.5,2,0.003000498,0.003112208,0.000572328,0.002902865,0.002617192,0.000543562
169.cpp,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001855135,0.004001617,8,0,0,0,0,0,1,1,0.5,1,1,0.00600028,0.005267924,0.001675761,0.002978563,0.002761579,0.000581086
17.cpp,1,0,0,5,7,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,7,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0.001700163,0.004998446,18,22.2,28.9,0,0,0,5,3,1.39,5,1,0.002999663,0.002919338,0.00056236,0.002909303,0.002680326,0.000552531
170.cpp,1,0,0,5,5,6,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,12,0,0,1,0,0,5,3,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0.001598835,0.006000519,16,31.2,0,0,0,0,6,3,1.38,6,1,0.002999306,0.002820578,0.000636461,0.00277102,0.002598882,0.000538999
171.cpp,1,0,0,21,5,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,4,1,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0.00154686,0.004001379,30,23.3,0,0,0,0,8,2,1.17,8,1,0.002999425,0.00292157,0.000572485,0.002728343,0.002623439,0.000485899
172.cpp,1,0,0,27,4,27,0,0,0,0,0,21,0,0,0,0,36,0,0,0,0,0,0,79,0,0,7,0,0,4,24,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0.001797915,0.006000042,69,30.4,1.8,0,0,0,22,3,1.75,22,1,0.002999544,0.003093004,0.000326695,0.002854824,0.002804518,0.000598342
173.cpp,1,0,0,48,10,14,0,0,2,1,0,10,0,0,0,0,35,0,0,0,0,0,1,55,0,0,1,0,0,9,3,0,0,92,0,1,0,0,0,0,0,0,0,0,0,0.001759052,0.006000042,56,23.2,0,0,0,0,15,3,1.59,15,1,0.00300014,0.003020146,0.000498255,0.00275898,0.002737355,0.000516808
174.cpp,1,0,0,32,6,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,3,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0.001572847,0.005001545,33,30.3,0,0,0,0,13,2,1.3,13,1,0.003006458,0.003107504,0.000327643,0.00293541,0.002696824,0.000582692
175.cpp,1,0,0,6,8,5,0,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,16,0,0,1,0,0,8,4,0,0,11,0,1,0,0,0,0,0,0,0,0,5,0.001665115,0.004000902,21,19,0,0,0,0,7,3,1.43,7,1,0.004068971,0.004472635,0.001577455,0.002927542,0.002725577,0.000552098
176.cpp,3,0,0,11,9,8,0,0,1,0,0,2,0,0,0,1,0,3,0,3,0,1,0,5,0,0,3,0,0,5,2,8,0,16,2,1,0,0,0,0,0,0,0,0,0,0.001886129,0.00500083,39,10.3,0,1,0,0,4,3,1.33,2.33,3,0.003005385,0.003467289,0.000991309,0.003035903,0.002826715,0.000565505
18.cpp,1,0,0,17,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,5,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,0.001723051,0.005000353,13,15.4,13.6,0,0,0,8,3,1.38,8,1,0.003055215,0.003153443,0.000581288,0.002912998,0.00277648,0.00057013
19.cpp,1,0,0,17,16,7,0,0,4,1,0,1,0,0,0,0,9,0,0,0,0,0,0,28,0,0,1,0,0,15,7,0,0,61,0,1,0,0,0,0,0,0,0,0,4,0.001792908,0.005002022,31,19.4,9.8,0,0,0,7,4,1.45,7,1,0.003018141,0.003044454,7.97E-05,0.002887845,0.002741838,0.000538366
2.cpp,2,1,0,13,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,0,0,7,2,3,0,17,0,1,0,0,0,0,0,0,0,2,1,0.001719952,0.00400424,17,17.6,44.8,0,0,0,4,3,1.65,4,1,0.003012061,0.003121994,0.00058519,0.002775788,0.002636528,0.000493861
20.cpp,1,0,0,6,6,4,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,0,1,0,0,6,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.001767874,0.003999949,12,25,27.6,0,0,0,4,3,1.08,4,1,0.003001213,0.003197128,0.000626933,0.002840996,0.002739024,0.00061613
21.cpp,2,1,0,31,7,4,0,0,2,0,0,0,0,0,0,0,5,0,0,1,0,0,0,31,0,0,2,0,0,7,2,0,0,33,0,1,0,0,0,0,0,0,0,2,0,0.001796961,0.00399971,19,10.5,20,0,0,0,3,2,0.95,2,2,0.003005266,0.003118927,0.000309411,0.002846122,0.002693796,0.000499039
22.cpp,1,0,0,21,11,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,8,2,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0.001768112,0.003999472,28,32.1,11.5,0,0,0,0,4,2.04,0,0,0.003000498,0.002934239,0.000576325,0.002842426,0.002672553,0.000556022
23.cpp,1,0,0,8,6,3,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0,0,1,0,0,6,4,0,0,15,0,1,0,0,0,0,0,0,0,4,0,0.001689196,0.004045486,12,16.7,15.8,0,0,0,3,2,0.92,3,1,0.003001213,0.003006957,0.000679578,0.002806067,0.002696466,0.000519961
24.cpp,1,1,0,6,4,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,4,2,2,0,12,1,1,0,0,0,0,0,0,0,0,2,0.001672029,0.003965378,10,10,12.5,0,0,0,2,2,0.7,2,1,0.003071427,0.003841736,0.001718534,0.002816439,0.002662396,0.00048341
25.cpp,1,0,0,10,13,5,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,31,0,0,1,0,0,11,4,0,0,41,0,1,0,0,0,0,0,0,0,2,0,0.001636028,0.004999399,23,17.4,18.6,0,0,0,5,2,1.09,5,1,0.003000736,0.003204758,0.000435499,0.002804399,0.002656126,0.0004756
26.cpp,1,0,0,9,8,3,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,15,0,0,1,0,0,7,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0.00169301,0.003998518,12,8.3,27.6,0,0,0,2,2,0.83,2,1,0.002999663,0.003379573,0.001750136,0.002826452,0.002778745,0.000589753
27.cpp,3,4,0,5,7,8,0,0,1,0,0,4,0,0,0,0,4,0,0,3,0,0,0,7,0,0,6,0,0,7,3,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0.001760006,0.004000664,25,28,17.4,0,0,0,4,3,0.68,2.5,2,0.00649929,0.005710277,0.001641478,0.002845645,0.00275166,0.000485317
28.cpp,1,0,0,11,8,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,4,1,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0.001647949,0.004999876,14,21.4,8.3,0,0,0,4,3,1.64,4,1,0.003000975,0.003018379,0.000460415,0.002863169,0.002669716,0.00047186
29.cpp,1,0,0,18,12,10,0,0,6,0,0,3,0,0,0,0,10,0,0,0,0,0,0,9,0,0,1,2,0,11,10,12,3,36,0,1,0,0,0,0,0,0,0,0,7,0.001593113,0.004998684,23,39.1,8.3,0,0,0,11,5,2,11,1,0.002998829,0.002921321,0.000561,0.002800107,0.002646065,0.000476731
3.cpp,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.001678228,0.004002094,6,0,20,0,0,0,1,1,0.5,1,1,0.003033996,0.00328401,0.000494325,0.002806544,0.002717113,0.000555014
30.cpp,1,0,0,15,7,5,0,0,1,2,0,1,0,0,0,0,5,0,0,0,0,0,0,13,0,0,1,0,0,5,3,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0.002042055,0.004000664,15,26.7,7.1,0,0,0,7,3,1.4,7,1,0.00302124,0.003037453,5.01E-05,0.002857089,0.002730203,0.000537755
31.cpp,2,2,0,6,1,4,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,3,0,0,3,0,0,1,1,4,0,6,1,1,0,0,0,0,0,0,0,0,0,0.001618862,0.004000187,11,18.2,21.1,0,0,0,2,2,0.55,2,1,0.00352335,0.00353345,0.000554122,0.002967358,0.002700257,0.000516705
32.cpp,1,0,0,3,4,4,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,4,3,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0.0019207,0.003998518,10,30,12,0,0,0,4,3,1.2,4,1,0.003044248,0.003920609,0.001407638,0.002985477,0.002916598,0.000550104
33.cpp,1,0,0,2,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,4,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.001606941,0.006000042,10,30,35.7,0,0,0,4,3,1.3,4,1,0.002999663,0.003008051,0.000485128,0.002852082,0.00268712,0.000527539
34.cpp,2,5,0,10,10,9,0,0,4,0,0,3,0,0,0,0,8,0,0,1,0,0,0,6,0,0,1,2,0,10,4,0,0,29,2,1,0,0,0,0,0,0,0,0,4,0.001664877,0.007000923,26,26.9,4.5,0,0,0,5,4,1.42,4.5,2,0.003023744,0.003124075,0.000583382,0.002924323,0.002726483,0.000494984
35.cpp,1,8,0,15,6,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,5,2,2,0,16,8,1,0,0,0,0,0,0,0,0,2,0.001682043,0.005999565,17,29.4,19.2,0,0,0,11,3,1.35,11,1,0.00300014,0.003104329,0.000747797,0.003026009,0.002851725,0.000505986
36.cpp,1,0,0,16,4,5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,4,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0.001660824,0.004997492,14,28.6,4.2,0,0,0,5,4,1.71,5,1,0.003052115,0.002971118,0.000568329,0.002837539,0.002713871,0.000538485
37.cpp,1,0,0,5,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5,0,8,0,14,0,1,0,0,0,0,0,0,0,0,0,0.001788139,0.004999876,13,23.1,45.8,0,0,0,4,1,0.69,4,1,0.003000617,0.003122926,0.001192215,0.002990007,0.002882004,0.000494485
38.cpp,1,0,0,6,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.001679897,0.007002592,7,28.6,31.6,0,0,0,3,2,0.86,3,1,0.003000379,0.003009504,0.000481306,0.002957463,0.002744484,0.000480557
39.cpp,1,0,0,5,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,3,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.001766205,0.004999399,14,21.4,9.1,0,0,0,5,2,1.07,5,1,0.003003001,0.00301269,0.000473359,0.002851963,0.002761889,0.000499981
4.cpp,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001708984,0.005999565,6,0,45.5,0,0,0,1,1,0.5,1,1,0.003096342,0.00315573,0.000583203,0.002822995,0.002704835,0.000432123
40.cpp,1,0,0,7,6,4,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,16,0,0,1,0,0,4,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0.001725912,0.004998922,13,23.1,27.3,0,0,0,5,2,1.15,5,1,0.003000736,0.003091639,0.000592175,0.002992988,0.003270841,0.001449395
41.cpp,3,4,0,13,3,8,0,0,1,1,0,3,0,0,0,0,0,0,0,2,0,0,0,10,0,0,6,0,0,3,1,0,0,19,0,1,0,0,0,0,0,0,0,0,5,0.001834154,0.00600028,19,26.3,19,0,0,0,6,3,1.16,3.67,3,0.003062367,0.003227483,0.000420663,0.003033876,0.002841687,0.000398639
42.cpp,1,0,0,4,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,4,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.001634836,0.004998684,11,9.1,27.8,0,0,0,2,2,0.73,2,1,0.003999114,0.003929236,0.001207184,0.002752542,0.002725554,0.000433343
43.cpp,1,0,0,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.001736879,0.00599885,7,14.3,37.5,0,0,0,2,2,0.86,2,1,0.003081083,0.003326589,0.000965628,0.002938509,0.002871275,0.000498436
44.cpp,2,3,0,6,6,4,0,0,0,1,0,0,1,6,1,0,0,0,6,2,0,0,2,9,0,0,1,7,0,6,5,3,0,23,0,1,0,0,0,0,0,0,0,0,1,0.001636982,0.006999969,34,44.1,17,0,0,0,1,4,2.29,1,1,0.002999067,0.002828078,0.000622926,0.002874136,0.002754426,0.000525441
45.cpp,1,0,0,12,5,4,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,16,0,0,1,1,0,5,2,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0.001790047,0.005000114,16,18.8,15.4,0,0,0,6,4,1.44,6,1,0.003557086,0.004534039,0.001906347,0.002927423,0.002775669,0.000489564
46.cpp,1,6,0,6,4,11,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,9,3,1,15,6,1,0,0,0,0,0,0,0,0,3,0.00178194,0.006001234,25,40,9.3,0,0,0,11,5,2.28,11,1,0.003000021,0.003023104,8.49E-05,0.002953053,0.002814698,0.000537408
47.cpp,1,0,0,6,5,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,1,0,0,3,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0.001699209,0.005999804,11,9.1,58.1,0,0,0,2,2,1,2,1,0.0030092,0.003196575,0.000429354,0.003100514,0.002862525,0.000552251
48.cpp,1,0,0,10,6,5,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,16,0,0,1,0,0,5,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0.00173521,0.00600338,17,23.5,13.8,0,0,0,5,4,1.41,5,1,0.005955815,0.004894202,0.001623968,0.003176451,0.003036976,0.0006217
49.cpp,1,0,0,4,3,6,0,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,1,0,3,2,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0.001670122,0.007000208,14,35.7,21.9,0,0,0,6,5,1.71,6,1,0.003022313,0.003122904,0.000323801,0.002907991,0.002916789,0.000624118
5.cpp,1,0,0,5,6,5,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,10,0,0,1,0,0,6,2,0,0,18,0,1,0,0,0,0,0,0,0,0,2,0.001680136,0.004003525,15,26.7,9.4,0,0,0,5,4,1.67,5,1,0.003000021,0.00310111,0.001449365,0.002832055,0.002715492,0.000498291
50.cpp,1,0,0,2,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0.001780272,0.005999327,10,20,40.7,0,0,0,3,3,1.3,3,1,0.003001571,0.003022248,3.75E-05,0.002883434,0.002771425,0.000560976
51.cpp,1,0,0,10,8,8,0,0,1,0,0,5,1,4,1,0,1,0,0,0,0,0,0,13,0,0,1,6,0,5,2,4,0,23,0,1,0,0,0,0,0,0,0,0,0,0.00174284,0.005002975,32,53.1,13.2,0,0,0,9,5,2.59,9,1,0.003002524,0.003028902,0.000475123,0.002880931,0.002825594,0.000482299
52.cpp,1,0,0,8,6,5,0,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,12,0,0,1,2,0,6,2,0,0,20,0,1,0,0,0,0,0,0,0,0,2,0.001751661,0.003999949,14,28.6,31.2,0,0,0,6,4,1.71,6,1,0.003008604,0.003024578,0.000474377,0.002853036,0.002719164,0.000457603
53.cpp,1,0,0,10,10,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,21,0,0,1,0,0,5,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0.001807928,0.006003141,20,15,37.2,0,0,0,4,3,1.15,4,1,0.003000021,0.00301153,3.31E-05,0.002996922,0.002860355,0.00047394
54.cpp,1,0,0,7,9,5,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,19,0,0,1,0,0,8,5,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0.001634121,0.005000114,19,21.1,16.7,0,0,0,6,3,1.53,6,1,0.003004551,0.003011834,2.03E-05,0.002883911,0.002709341,0.000456964
55.cpp,1,0,0,7,5,3,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,4,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0.001673222,0.006998777,13,15.4,42.4,0,0,0,0,3,1.15,0,0,0.002999544,0.002913562,0.000567893,0.002862453,0.002729082,0.000443701
56.cpp,1,5,0,6,3,10,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,3,1,0,4,6,5,1,0,0,0,0,0,0,0,0,0,0.001789808,0.00600028,17,52.9,18.9,0,0,0,10,4,1.82,10,1,0.003001451,0.003189542,0.00041362,0.002931833,0.002762127,0.000569502
57.cpp,1,0,0,12,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,0,0,4,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.001788139,0.004002333,11,27.3,27.3,0,0,0,4,2,0.91,4,1,0.003036857,0.003210274,0.000420754,0.002909541,0.002858186,0.000475913
58.cpp,1,0,0,11,7,5,0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,0,0,16,0,0,1,0,0,6,2,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0.001791,0.004000664,17,23.5,29.7,0,0,0,5,3,1.24,5,1,0.003041148,0.003385273,0.00052807,0.002881527,0.002687049,0.000478242
59.cpp,1,0,0,3,7,4,0,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,20,0,0,1,0,0,7,2,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0.001827002,0.005000591,15,20,36.4,0,0,0,4,3,1.27,4,1,0.003000021,0.003004182,0.000471905,0.00294137,0.002687716,0.000516961
6.cpp,1,0,0,4,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,4,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.001693964,0.005998611,13,23.1,22.2,0,0,0,0,4,1.69,0,0,0.003001809,0.002928311,0.000564328,0.002997518,0.00283308,0.000492647
60.cpp,1,0,0,15,10,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,8,9,0,0,1,0,0,8,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0.001688242,0.007000208,18,5.6,26.9,0,0,0,2,2,1,2,1,0.003025532,0.003024426,0.000672139,0.003080606,0.002953386,0.000517097
61.cpp,1,1,0,17,9,9,0,0,2,0,0,5,0,0,0,0,8,0,0,0,0,0,0,20,0,0,1,0,0,8,2,8,0,26,1,1,0,0,0,0,0,0,0,0,0,0.001783133,0.007001162,27,29.6,6.4,0,0,0,12,3,1.37,12,1,0.003530145,0.004238465,0.001558934,0.002968431,0.002802634,0.000506476
62.cpp,1,0,0,14,5,8,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,5,3,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0.001862288,0.00701046,23,30.4,7,0,0,0,10,4,2.22,10,1,0.003000617,0.003015377,0.000482152,0.002975583,0.0028898,0.000483663
63.cpp,2,1,0,12,8,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,0,0,8,3,3,0,18,0,1,0,0,0,0,0,0,0,2,1,0.001992941,0.004024029,14,14.3,54.5,0,0,0,3,3,1.29,3,1,0.003000975,0.002930034,0.000767711,0.003003001,0.002865624,0.00045304
64.cpp,1,0,0,5,6,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6,5,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0.001649141,0.005999804,11,36.4,4.8,0,0,0,5,2,1,5,1,0.003001451,0.00310978,0.000311377,0.00306952,0.0028543,0.000552152
65.cpp,1,0,0,11,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.001735926,0.005999088,10,20,0,0,0,0,3,2,0.9,3,1,0.00305903,0.003042492,0.000474256,0.002914667,0.002705455,0.000487237
66.cpp,1,1,0,26,4,5,0,0,1,0,0,3,0,0,0,0,10,0,0,0,0,0,0,12,0,0,1,0,0,4,2,10,0,19,1,1,0,0,0,0,0,0,0,0,0,0.001728058,0.007002115,14,28.6,11.1,0,0,0,12,4,1.36,12,1,0.002999783,0.003107461,0.000581031,0.003039002,0.002921748,0.000696298
67.cpp,1,0,0,16,9,7,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,1,1,0,7,10,0,0,31,0,1,0,0,0,0,0,0,0,0,2,0.001914978,0.006000996,19,31.6,10.8,0,0,0,0,6,2.79,0,0,0.003017545,0.003217535,0.000408263,0.002985001,0.002816963,0.000491857
68.cpp,1,0,0,12,4,6,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,4,0,0,0,12,0,1,0,0,0,0,0,0,0,0,3,0.001739025,0.004999876,18,27.8,3.3,0,0,0,7,3,1.5,7,1,0.002999902,0.002922394,0.000565044,0.003076315,0.002943802,0.000541268
69.cpp,1,0,0,4,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.001777172,0.005001068,7,28.6,13.3,0,0,0,3,1,0.57,3,1,0.00300169,0.002920086,0.000321633,0.002981544,0.002828217,0.000496374
