Filename,FunDef,FunApp,letlambda,BinaryOperator,letdata,closure,templateMatch,ClassDef,ForLoop,WhileLoop,DoWhileLoop,IfStmt,SwitchStmt,CaseStmt,DefaultStmt,TernaryOp,ArrayDecl,FieldDecl,EnumConstantDecl,ParamDecl,TypedefDecl,StructDecl,FloatDecl,IntegerDecl,PtrDecl,UnionDecl,ReturnStmt,BreakStmt,ContinueStmt,DeclStmt,UnaryOperator,CharLiteral,StringLiteral,DeclRefExpr,MemberRefExpr,TranslationUnit,Namespace,TemplateTypeParam,TemplateNonTypeParam,TemplateTemplateParam,UnexpoesdDecl,NewOp,DelOp,Static_Cast<>,BoolLiteral
1.cpp,2,1,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0
10.cpp,1,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0
100.cpp,2,1,0,11,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,0,0,6,2,3,0,14,0,1,0,0,0,0,0,0,0,1,1
101.cpp,1,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
102.cpp,1,0,0,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
103.cpp,1,3,0,7,3,6,0,0,0,1,0,4,0,0,0,0,16,0,0,0,0,0,0,21,0,0,1,0,0,3,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0
104.cpp,1,1,0,23,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,3,0,0,0,20,0,1,0,0,0,0,0,0,0,1,0
105.cpp,1,0,0,3,3,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0
106.cpp,2,2,0,9,6,3,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0,0,12,0,0,2,0,0,6,2,0,4,16,0,1,0,0,0,0,0,0,0,0,0
107.cpp,1,0,0,2,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0
108.cpp,1,2,0,7,4,7,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,1,0,4,2,6,0,16,2,1,0,0,0,0,0,0,0,0,2
109.cpp,1,0,0,33,3,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,18,17,1,21,0,1,0,0,0,0,0,0,0,0,3
11.cpp,1,0,0,13,8,3,0,0,1,0,0,0,1,2,1,0,7,0,0,0,0,0,0,13,0,0,1,3,0,4,1,2,1,28,0,1,0,0,0,0,0,0,0,0,0
110.cpp,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
111.cpp,1,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,7,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0
112.cpp,2,1,0,17,7,7,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,0,0,1,0,0,7,2,3,0,19,0,1,0,0,0,0,0,0,0,1,1
113.cpp,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
114.cpp,1,0,0,4,2,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,2,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0
115.cpp,2,1,0,10,6,4,0,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,2,16,0,0,1,6,0,6,2,3,0,14,0,1,0,0,0,0,0,0,0,1,1
116.cpp,1,1,0,1,3,6,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0
117.cpp,1,0,0,12,8,4,0,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,27,0,0,1,0,0,8,2,0,0,25,0,1,0,0,0,0,0,0,0,0,0
118.cpp,1,0,0,20,8,5,0,0,3,0,0,1,0,0,0,2,12,0,0,0,0,0,0,27,0,0,1,0,0,7,3,0,0,35,0,1,0,0,0,0,0,0,0,0,0
119.cpp,2,2,0,7,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,2,0,0,7,2,0,0,20,0,1,0,0,0,0,0,0,0,0,0
12.cpp,1,1,0,2,4,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,4,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0
120.cpp,1,0,0,8,7,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0
121.cpp,1,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,0,1,0,0,3,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0
122.cpp,1,1,0,1,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
123.cpp,2,3,0,5,10,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,2,0,0,9,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0
124.cpp,1,0,0,13,7,5,0,0,2,0,0,2,0,0,0,0,7,0,0,0,0,0,0,12,0,0,1,0,0,7,2,10,0,20,0,1,0,0,0,0,0,0,0,0,2
125.cpp,1,0,0,18,5,10,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,2,0,5,0,0,0,27,0,1,0,0,0,0,0,0,0,0,1
126.cpp,2,1,0,3,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0
127.cpp,1,0,0,11,6,5,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,13,0,0,1,0,0,5,2,1,1,18,0,1,0,0,0,0,0,0,0,0,6
128.cpp,2,1,0,5,5,5,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,5,2,0,0,10,0,1,0,0,0,0,0,0,0,0,2
129.cpp,1,0,0,8,3,3,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,0,3,4,0,1,14,0,1,0,0,0,0,0,0,0,0,0
13.cpp,1,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,0,0,1,0,0,2,0,12,0,8,0,1,0,0,0,0,0,0,0,0,0
130.cpp,1,0,0,4,7,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,1,0,0,7,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0
131.cpp,1,0,0,8,6,3,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0,0,1,0,0,6,4,0,0,15,0,1,0,0,0,0,0,0,0,4,0
132.cpp,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
133.cpp,1,0,0,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,5,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0
134.cpp,1,0,0,3,6,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,0,5,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0
135.cpp,2,2,0,7,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,2,0,0,7,2,0,0,20,0,1,0,0,0,0,0,0,0,0,0
136.cpp,1,0,0,14,6,5,0,0,2,0,0,2,0,0,0,0,10,0,0,0,0,0,0,13,0,0,1,0,0,6,2,5,4,22,0,1,0,0,0,0,0,0,0,0,0
137.cpp,1,0,0,4,8,5,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,1,0,0,8,5,0,0,16,0,1,0,0,0,0,0,0,0,0,2
138.cpp,1,0,0,3,10,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,1,0,0,3,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0
139.cpp,2,2,0,9,7,3,0,0,0,1,0,0,0,0,0,1,8,0,0,1,0,0,0,12,0,0,2,0,0,5,2,0,6,17,0,1,0,0,0,0,0,0,0,0,0
14.cpp,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
140.cpp,1,0,0,2,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0
