Filename,eTime_0,eTime_1,eTime_2,eTime_3,eTime_4,eTime_5,eTime_6,eTime_7,eTime_8,eTime_9,Med,Ave,Std
14.cpp,0.00158596,0.001886129,0.002393723,0.002486944,0.002653837,0.00329113,0.003200054,0.002984047,0.003051043,0.003351212,0.002818942,0.002688408,0.000602857
140.cpp,0.001603127,0.001863956,0.002163887,0.002701759,0.003015757,0.003256083,0.002870083,0.002985954,0.003381014,0.002976179,0.002923131,0.00268178,0.000600545
141.cpp,0.001626015,0.00184226,0.002295017,0.003143787,0.002655983,0.002995968,0.003345251,0.002983809,0.002985001,0.003054142,0.002984405,0.002692723,0.000581441
142.cpp,0.001527071,0.001850843,0.002456903,0.002775192,0.002653837,0.003061056,0.002849102,0.002957106,0.003045797,0.003018856,0.002812147,0.002619576,0.000531138
143.cpp,0.001574755,0.002132893,0.002238035,0.002793074,0.003316879,0.00308466,0.002867937,0.003192902,0.003281832,0.003293991,0.002976298,0.002777696,0.000600047
144.cpp,0.001648188,0.001857042,0.002125978,0.002602816,0.002865076,0.003543139,0.003046036,0.003317118,0.003249168,0.003160238,0.002955556,0.00274148,0.000657499
145.cpp,0.001640081,0.001837969,0.002143145,0.002745628,0.003078938,0.003042698,0.003160954,0.002988815,0.003355026,0.003005981,0.002997398,0.002699924,0.000601693
146.cpp,0.001733303,0.002086878,0.002634048,0.002640963,0.002968788,0.003313065,0.002926826,0.002991915,0.003185034,0.003082037,0.002947807,0.002756286,0.000500283
147.cpp,0.001619816,0.001859188,0.002352953,0.003033876,0.002887964,0.003240824,0.003424883,0.003113985,0.003084898,0.002943993,0.002988935,0.002756238,0.000606116
148.cpp,0.001632929,0.001876116,0.002360106,0.00272584,0.002902985,0.003111839,0.002986908,0.003485918,0.003226995,0.003182173,0.002944946,0.002749181,0.000608317
149.cpp,0.001682997,0.001816034,0.002218962,0.002433062,0.002813101,0.00290513,0.002872944,0.002842665,0.003123045,0.002923012,0.002827883,0.002563095,0.000501636
15.cpp,0.001671076,0.001852989,0.002163887,0.002563,0.002935886,0.003292799,0.00285697,0.002974272,0.003079891,0.003054142,0.002896428,0.002644491,0.000560569
150.cpp,0.001616716,0.002244234,0.002260923,0.002699852,0.002680063,0.002967119,0.003171921,0.003540993,0.003538847,0.00334692,0.002833486,0.002806759,0.000631043
151.cpp,0.001598835,0.00194025,0.002415895,0.002561092,0.003397942,0.002929211,0.002902031,0.002989054,0.003002882,0.003179073,0.002915621,0.002691627,0.000565132
152.cpp,0.001876116,0.002012253,0.002226114,0.002638102,0.00283289,0.002950191,0.003138065,0.003247738,0.003214121,0.003098726,0.002891541,0.002723432,0.000513178
153.cpp,0.001682758,0.00210309,0.002157927,0.003010988,0.002672911,0.003273964,0.002840042,0.002952099,0.003308058,0.003179073,0.00289607,0.002718091,0.000556871
154.cpp,0.001518965,0.00194025,0.002195835,0.002512217,0.00272274,0.003030062,0.002793789,0.003057003,0.003407717,0.003451824,0.002758265,0.00266304,0.000628902
155.cpp,0.001541853,0.001857042,0.002122164,0.002713203,0.002641201,0.002868891,0.002833843,0.002971888,0.002883911,0.002906084,0.002773523,0.002534008,0.000506681
156.cpp,0.001832008,0.002027035,0.002141953,0.002663851,0.002612829,0.002976894,0.003047943,0.003243923,0.003097296,0.003024817,0.002820373,0.002666855,0.000502501
157.cpp,0.001695156,0.001881123,0.002300024,0.002820253,0.002787113,0.003199816,0.002791882,0.003040075,0.003321171,0.003346205,0.002806067,0.002718282,0.000580833
158.cpp,0.001670837,0.002253771,0.002221107,0.002490997,0.002715349,0.002880096,0.002790928,0.002904892,0.003039122,0.00300622,0.002753139,0.002597332,0.000436858
159.cpp,0.001718044,0.002000809,0.002110004,0.002485037,0.003147125,0.003107071,0.003167868,0.002967834,0.003083706,0.003243923,0.00302577,0.002703142,0.000572194
16.cpp,0.001612186,0.001897097,0.002200127,0.002627134,0.003072977,0.003126144,0.002885103,0.002947092,0.003607035,0.003061056,0.002916098,0.002703595,0.000619332
160.cpp,0.001725912,0.001883268,0.002190113,0.002624989,0.002759933,0.003196239,0.003062963,0.003018856,0.003239155,0.003201962,0.002889395,0.002690339,0.000568281
161.cpp,0.001699924,0.002021074,0.002115011,0.002501011,0.002708912,0.002895832,0.002830029,0.00295496,0.003221989,0.002971888,0.00276947,0.002592063,0.000493641
162.cpp,0.001806736,0.001913786,0.002540112,0.002504349,0.00267005,0.00305891,0.002835989,0.003251791,0.003085852,0.003005981,0.002753019,0.002667356,0.0004904
163.cpp,0.001705885,0.002117157,0.002233982,0.002494335,0.00267601,0.002965927,0.002902985,0.003149033,0.00297904,0.002952337,0.002789497,0.002617669,0.000468487
164.cpp,0.00181222,0.002070189,0.002205849,0.002517939,0.002643108,0.002952814,0.002852201,0.002863884,0.003011703,0.002996922,0.002747655,0.002592683,0.000428106
165.cpp,0.001804113,0.002015829,0.002224922,0.002539873,0.003232002,0.003271341,0.003000021,0.003005028,0.003377914,0.003087044,0.003002524,0.002755809,0.000566939
166.cpp,0.001761913,0.00189805,0.002175093,0.002787828,0.002822161,0.002859831,0.002900839,0.002979994,0.00324893,0.00305295,0.002840996,0.002648759,0.000512642
167.cpp,0.001852989,0.001945972,0.002248764,0.002574921,0.00274086,0.003293037,0.002847195,0.003008127,0.003035069,0.002986908,0.002794027,0.002653384,0.000488543
168.cpp,0.001707077,0.001847982,0.002145767,0.00245285,0.002937794,0.002948761,0.002867937,0.003008604,0.002985954,0.003269196,0.002902865,0.002617192,0.000543562
169.cpp,0.001765013,0.00202179,0.002272129,0.002496004,0.002996206,0.003172874,0.00296092,0.003194809,0.003343105,0.003392935,0.002978563,0.002761579,0.000581086
17.cpp,0.00163722,0.00209403,0.002197981,0.002502203,0.002977133,0.002916813,0.002901793,0.003359079,0.003232956,0.002984047,0.002909303,0.002680326,0.000552531
170.cpp,0.001583815,0.001926184,0.002185822,0.00257802,0.00267601,0.002995014,0.00286603,0.002938986,0.003304958,0.002933979,0.00277102,0.002598882,0.000538999
171.cpp,0.001674891,0.002119064,0.002196074,0.002596855,0.002588272,0.00306797,0.002859831,0.003030062,0.003084183,0.003017187,0.002728343,0.002623439,0.000485899
172.cpp,0.001848936,0.002119303,0.002361298,0.002560139,0.002681732,0.003288031,0.003075123,0.003027916,0.003791809,0.003290892,0.002854824,0.002804518,0.000598342
173.cpp,0.001765013,0.00243783,0.002203226,0.00262475,0.002645969,0.003064871,0.00287199,0.003200054,0.003538847,0.003021002,0.00275898,0.002737355,0.000516808
174.cpp,0.001578093,0.002086163,0.00220418,0.002447128,0.002907038,0.003255129,0.003243685,0.002963781,0.003189087,0.003093958,0.00293541,0.002696824,0.000582692
175.cpp,0.001650095,0.001979113,0.002398968,0.002683878,0.003175735,0.003065825,0.002819777,0.003192902,0.003254175,0.003035307,0.002927542,0.002725577,0.000552098
176.cpp,0.001803875,0.002188921,0.002201796,0.002793074,0.002938986,0.00313282,0.003237724,0.003261089,0.003274918,0.003433943,0.003035903,0.002826715,0.000565505
18.cpp,0.001708031,0.002194881,0.002290964,0.002866983,0.002665997,0.003633022,0.002959013,0.003190994,0.003081083,0.003173828,0.002912998,0.00277648,0.00057013
19.cpp,0.001664877,0.002207994,0.002350092,0.002627134,0.002744675,0.003395796,0.003100872,0.003031015,0.003264189,0.003031731,0.002887845,0.002741838,0.000538366
2.cpp,0.001776218,0.00191021,0.002300739,0.002554893,0.002679825,0.003065825,0.002871752,0.00303793,0.003134012,0.003033876,0.002775788,0.002636528,0.000493861
20.cpp,0.001667976,0.002003908,0.002251148,0.002565861,0.00273633,0.003501177,0.002945662,0.003122091,0.003479242,0.003116846,0.002840996,0.002739024,0.00061613
21.cpp,0.001734018,0.002129078,0.002347946,0.002535105,0.002887249,0.003318071,0.002804995,0.002981663,0.003053904,0.003145933,0.002846122,0.002693796,0.000499039
22.cpp,0.001626968,0.001994848,0.002220154,0.002598047,0.002705812,0.003209829,0.00313282,0.00297904,0.003190041,0.00306797,0.002842426,0.002672553,0.000556022
23.cpp,0.001772881,0.002056837,0.002254009,0.002580881,0.002689123,0.003229856,0.002923012,0.003185272,0.003129959,0.003142834,0.002806067,0.002696466,0.000519961
24.cpp,0.001797199,0.002087116,0.002215862,0.002539158,0.002695084,0.003046751,0.002937794,0.003046989,0.003152132,0.003105879,0.002816439,0.002662396,0.00048341
25.cpp,0.00176096,0.002012968,0.002341032,0.002621889,0.002686977,0.002984762,0.00292182,0.003011703,0.003149033,0.003070116,0.002804399,0.002656126,0.0004756
26.cpp,0.001756907,0.002070904,0.002364874,0.002583981,0.002698898,0.002954006,0.003261089,0.003415108,0.003154755,0.003526926,0.002826452,0.002778745,0.000589753
27.cpp,0.001820803,0.002368212,0.002236128,0.00267601,0.002740383,0.003249168,0.002950907,0.003101826,0.003339052,0.003034115,0.002845645,0.00275166,0.000485317
28.cpp,0.001866102,0.002026081,0.002225876,0.002575159,0.002787113,0.002939224,0.003062725,0.00306201,0.003154755,0.002998114,0.002863169,0.002669716,0.00047186
29.cpp,0.001694918,0.002124071,0.002234221,0.002643347,0.002691269,0.003016949,0.002908945,0.003033161,0.003092766,0.003021002,0.002800107,0.002646065,0.000476731
3.cpp,0.001767874,0.001987934,0.002318859,0.002659082,0.002681971,0.002967119,0.002931118,0.003314972,0.003491163,0.003051043,0.002806544,0.002717113,0.000555014
30.cpp,0.00167799,0.002234697,0.002249002,0.002768993,0.002737045,0.003019094,0.002945185,0.003045321,0.003546953,0.003077745,0.002857089,0.002730203,0.000537755
31.cpp,0.001741886,0.001992941,0.002248049,0.002719879,0.002971888,0.003028154,0.003005028,0.002962828,0.003200054,0.003131866,0.002967358,0.002700257,0.000516705
32.cpp,0.001882076,0.002466917,0.002549887,0.002561092,0.002917051,0.003575087,0.003053904,0.003295183,0.003608942,0.003255844,0.002985477,0.002916598,0.000550104
33.cpp,0.001705885,0.002022266,0.002290964,0.00259304,0.002794027,0.003188133,0.002948761,0.002910137,0.003274918,0.003143072,0.002852082,0.00268712,0.000527539
34.cpp,0.001867056,0.002103806,0.002242088,0.002629995,0.002815962,0.003063202,0.003148079,0.003032684,0.003300905,0.003061056,0.002924323,0.002726483,0.000494984
35.cpp,0.001900911,0.002357006,0.002324104,0.002756119,0.003045797,0.003333092,0.00300622,0.00331974,0.003408194,0.003066063,0.003026009,0.002851725,0.000505986
36.cpp,0.001658916,0.002209187,0.002310038,0.002543688,0.002696991,0.003253222,0.002978086,0.00299859,0.003392935,0.003097057,0.002837539,0.002713871,0.000538485
37.cpp,0.001860857,0.002426863,0.002676964,0.002636909,0.002947092,0.003204823,0.003357887,0.003032923,0.003143787,0.003531933,0.002990007,0.002882004,0.000494485
38.cpp,0.001749039,0.002165794,0.002555132,0.002573967,0.003045797,0.003037214,0.002935886,0.00297904,0.003232002,0.003170967,0.002957463,0.002744484,0.000480557
39.cpp,0.001693726,0.002382994,0.002434969,0.002624989,0.002760887,0.003088951,0.002943039,0.003070116,0.003359079,0.003260136,0.002851963,0.002761889,0.000499981
4.cpp,0.001770973,0.002130985,0.002814054,0.002590895,0.002779245,0.003024817,0.002831936,0.002995014,0.003070116,0.003040314,0.002822995,0.002704835,0.000432123
40.cpp,0.001783848,0.002314091,0.007168055,0.002918005,0.002726078,0.003245115,0.002912998,0.003273249,0.003298998,0.00306797,0.002992988,0.003270841,0.001449395
41.cpp,0.00202179,0.00241518,0.002729177,0.002577305,0.003136873,0.003004074,0.003069878,0.003093004,0.003305912,0.003063679,0.003033876,0.002841687,0.000398639
42.cpp,0.001847029,0.002231121,0.002588272,0.002625942,0.002686024,0.003241062,0.002819061,0.003085136,0.003129005,0.003002882,0.002752542,0.002725554,0.000433343
43.cpp,0.001922846,0.002235174,0.002542973,0.002957106,0.002893925,0.003225803,0.002919912,0.003482103,0.003230095,0.003302813,0.002938509,0.002871275,0.000498436
44.cpp,0.001680851,0.002327919,0.002312183,0.002649784,0.00276494,0.002983332,0.003061056,0.003079176,0.003350019,0.003334999,0.002874136,0.002754426,0.000525441
45.cpp,0.001711845,0.00227809,0.00245595,0.002937078,0.002810955,0.003144026,0.002917767,0.003085852,0.003314972,0.003100157,0.002927423,0.002775669,0.000489564
46.cpp,0.001712799,0.00217104,0.002515793,0.002800703,0.003172874,0.002983093,0.002923012,0.003346205,0.003388166,0.003133297,0.002953053,0.002814698,0.000537408
47.cpp,0.001656055,0.002189159,0.002744913,0.002745152,0.003001928,0.00324893,0.003287077,0.003236055,0.0031991,0.003316879,0.003100514,0.002862525,0.000552251
48.cpp,0.001766205,0.00399375,0.002395868,0.00280118,0.00285697,0.003428936,0.003412008,0.00336194,0.003103971,0.00324893,0.003176451,0.003036976,0.0006217
49.cpp,0.001882792,0.002343893,0.002333879,0.002794027,0.002795935,0.003443241,0.003038883,0.003020048,0.003652096,0.003863096,0.002907991,0.002916789,0.000624118
5.cpp,0.001758099,0.002202034,0.002365112,0.002555132,0.002724171,0.002984762,0.002939939,0.003100872,0.003396988,0.003127813,0.002832055,0.002715492,0.000498291
50.cpp,0.001795053,0.002098083,0.002358913,0.002582788,0.002773046,0.003576756,0.003111839,0.002993822,0.00330615,0.0031178,0.002883434,0.002771425,0.000560976
51.cpp,0.001840353,0.002278328,0.002724171,0.002645969,0.002805948,0.003196955,0.002955914,0.003280163,0.003133059,0.003395081,0.002880931,0.002825594,0.000482299
52.cpp,0.001773834,0.002240181,0.002458811,0.00259304,0.002794027,0.00316,0.002912045,0.002956867,0.003078938,0.003223896,0.002853036,0.002719164,0.000457603
53.cpp,0.001914024,0.00220108,0.002653837,0.002848864,0.002950907,0.003211021,0.003244877,0.003042936,0.003223896,0.003312111,0.002996922,0.002860355,0.00047394
54.cpp,0.001823902,0.00208497,0.002418995,0.002721786,0.002815962,0.003078938,0.00295186,0.003010988,0.002972841,0.003213167,0.002883911,0.002709341,0.000456964
55.cpp,0.001715899,0.002519846,0.002379179,0.002619743,0.002833128,0.003078938,0.002891779,0.002967119,0.003076315,0.003208876,0.002862453,0.002729082,0.000443701
56.cpp,0.001759052,0.001998901,0.002405882,0.002597094,0.002813816,0.003073215,0.003456593,0.00304985,0.00304985,0.003417015,0.002931833,0.002762127,0.000569502
57.cpp,0.001969099,0.002296925,0.002631903,0.002665997,0.00290513,0.003296137,0.002913952,0.003443956,0.003349781,0.003108978,0.002909541,0.002858186,0.000475913
58.cpp,0.001755953,0.002072096,0.002384186,0.002594233,0.00279212,0.00297904,0.002970934,0.003046274,0.003119707,0.003155947,0.002881527,0.002687049,0.000478242
59.cpp,0.001646042,0.002020121,0.002382994,0.002600193,0.002985954,0.003107786,0.003024101,0.002896786,0.003087044,0.003126144,0.00294137,0.002687716,0.000516961
6.cpp,0.00203371,0.002090931,0.002428293,0.002775908,0.003065109,0.00342083,0.002984047,0.003010988,0.003196001,0.003324986,0.002997518,0.00283308,0.000492647
60.cpp,0.001775026,0.002398968,0.002834797,0.003019094,0.002993822,0.00340414,0.00347805,0.003142118,0.003181934,0.003305912,0.003080606,0.002953386,0.000517097
61.cpp,0.001749039,0.002142906,0.002650976,0.002928734,0.002767801,0.003008127,0.003013849,0.003155231,0.00324297,0.003366709,0.002968431,0.002802634,0.000506476
62.cpp,0.001929283,0.002326965,0.002808809,0.002721786,0.002825975,0.003600836,0.003148079,0.003211021,0.003125191,0.003200054,0.002975583,0.0028898,0.000483663
63.cpp,0.001969099,0.002361059,0.002512217,0.002861023,0.002923965,0.00323987,0.003166914,0.003437042,0.003082037,0.003103018,0.003003001,0.002865624,0.00045304
64.cpp,0.001903057,0.002120018,0.00245285,0.002614975,0.003338099,0.003556013,0.003274918,0.003042936,0.003144026,0.003096104,0.00306952,0.0028543,0.000552152
65.cpp,0.001652956,0.002074242,0.002510786,0.00276804,0.002897024,0.002961874,0.00293231,0.003103971,0.003088236,0.003065109,0.002914667,0.002705455,0.000487237
66.cpp,0.001654148,0.002133131,0.002485037,0.002612352,0.003051996,0.003567934,0.003026009,0.003252029,0.003834963,0.003599882,0.003039002,0.002921748,0.000696298
67.cpp,0.001919985,0.00214386,0.002447128,0.002759933,0.002916098,0.00333786,0.003270864,0.003053904,0.003138065,0.003181934,0.002985001,0.002816963,0.000491857
68.cpp,0.002016068,0.00240016,0.002471209,0.002578259,0.00310874,0.00304389,0.003312826,0.00341177,0.003515005,0.003580093,0.003076315,0.002943802,0.000541268
69.cpp,0.001866102,0.002074003,0.002891064,0.002728939,0.002818108,0.003072023,0.00316,0.003165007,0.003073931,0.003432989,0.002981544,0.002828217,0.000496374
7.cpp,0.001658201,0.002454042,0.00236392,0.002599955,0.002842903,0.003295898,0.003255129,0.003207207,0.003163099,0.003278255,0.003003001,0.002811861,0.000540931
70.cpp,0.001722813,0.002267838,0.002517939,0.00267005,0.002849102,0.003085852,0.00299716,0.002951145,0.00316906,0.003066063,0.002900124,0.002729702,0.000452572
71.cpp,0.00176692,0.002127171,0.00259614,0.003006935,0.002848148,0.003044128,0.002984047,0.003060102,0.003077984,0.003297091,0.002995491,0.002780867,0.00048172
72.cpp,0.00188303,0.002337933,0.002561092,0.002626896,0.002908945,0.003201962,0.003448009,0.002974987,0.003122091,0.003018141,0.002941966,0.002808309,0.000461399
73.cpp,0.001672029,0.002114773,0.002434254,0.002592802,0.002839804,0.003266096,0.003080845,0.003000975,0.003337145,0.00306201,0.002920389,0.002740073,0.000535196
74.cpp,0.00178194,0.002132893,0.002720118,0.002868176,0.003057957,0.003318071,0.002958059,0.003036022,0.003108978,0.003144026,0.002997041,0.002812624,0.000485382
75.cpp,0.001652002,0.002052069,0.002508879,0.003023148,0.002786875,0.002953053,0.002950907,0.003285885,0.003053904,0.003090143,0.00295198,0.002735686,0.000516569
76.cpp,0.001679182,0.002408981,0.002471924,0.002629042,0.002849102,0.003185987,0.003202915,0.003046036,0.003613949,0.003476143,0.002947569,0.002856326,0.00057814
77.cpp,0.001759052,0.002058983,0.002676964,0.002629757,0.002825975,0.003355026,0.003053188,0.003027916,0.003114939,0.003183126,0.002926946,0.002768493,0.000509643
78.cpp,0.001641989,0.002566814,0.002469301,0.002720118,0.00283289,0.002945185,0.003000021,0.003342152,0.00307107,0.003026247,0.002889037,0.002761579,0.000468699
79.cpp,0.001773834,0.002333879,0.002582073,0.002794981,0.002854824,0.003031969,0.003334999,0.003155947,0.003134012,0.00342679,0.002943397,0.002842331,0.000502665
8.cpp,0.001695871,0.002451897,0.002604961,0.002658129,0.002936125,0.003449917,0.002939939,0.003046036,0.003375292,0.003073931,0.002938032,0.00282321,0.000507728
80.cpp,0.001813889,0.002517939,0.002477169,0.002625704,0.002910852,0.003079891,0.003019094,0.002909899,0.003307104,0.003026009,0.002910376,0.002768755,0.000426322
81.cpp,0.001641035,0.002176046,0.002712727,0.003024101,0.003076077,0.002966881,0.003010988,0.003009796,0.003223181,0.00357604,0.003010392,0.002841687,0.000552459
82.cpp,0.001813173,0.001979828,0.002751112,0.002798796,0.002802134,0.002919912,0.003005981,0.002980709,0.003235817,0.003159046,0.002861023,0.002744651,0.000474527
83.cpp,0.001677275,0.001973152,0.002554893,0.00258112,0.002853155,0.003027916,0.002942801,0.00326395,0.003063202,0.002968788,0.002897978,0.002690625,0.000507797
84.cpp,0.001832008,0.002150059,0.002426863,0.002651691,0.002863169,0.002954006,0.003033876,0.002944946,0.003066778,0.003248215,0.002904058,0.002717161,0.000450619
85.cpp,0.001761198,0.002154112,0.002882957,0.002684116,0.00293088,0.003483772,0.002961874,0.003046989,0.003059864,0.003598213,0.002946377,0.002856398,0.000553909
86.cpp,0.001955032,0.002189875,0.002420902,0.002809048,0.002768993,0.003036976,0.003266811,0.003019094,0.00327611,0.00343585,0.002914071,0.002817869,0.000492256
87.cpp,0.002002001,0.002216101,0.002948999,0.002861023,0.003061056,0.00296092,0.003065109,0.003584862,0.003439903,0.003063679,0.003010988,0.002920365,0.000485126
88.cpp,0.001629114,0.002356052,0.002424002,0.002877951,0.002804995,0.003172159,0.003031731,0.003039837,0.003117085,0.003106117,0.002954841,0.002755904,0.000487632
